365.140,365.110,365.090,365.130,365.150,365.170,364.970,364.820,364.810,364.780,364.710,364.620,364.460,364.450,364.680,365.010,364.860,364.500,364.260,364.320,364.370,364.510,364.370,364.140,364.220,363.920,363.620,363.540,363.110,362.130,361.850,362.920,362.920,362.180,362.110,362.630,363.270,363.110,362.320,362.160,362.540,362.470,361.790,361.190,360.890,361.240,360.940,361.160,361.960,363.330,363.880,363.520,363.190,363.680,364.060,363.940,363.720,363.840,364.270,363.920,364.000,364.660,364.740,364.710,365.010,364.870,364.660,364.640,364.650,364.660,364.580,364.820,364.900,364.940,365.020,364.920,364.840,364.590,364.470
342.330,342.290,342.270,342.320,342.340,342.360,342.140,341.980,341.970,341.930,341.860,341.760,341.590,341.570,341.830,342.180,342.020,341.630,341.370,341.440,341.490,341.630,341.490,341.240,341.320,340.990,340.660,340.580,340.100,339.030,338.730,339.900,339.890,339.090,339.010,339.590,340.280,340.110,339.250,339.070,339.480,339.410,338.670,338.010,337.680,338.060,337.740,337.970,338.850,340.350,340.950,340.550,340.200,340.730,341.150,341.010,340.780,340.900,341.380,340.990,341.090,341.800,341.890,341.860,342.190,342.030,341.810,341.780,341.790,341.800,341.720,341.980,342.060,342.110,342.200,342.090,342.000,341.730,341.590
322.420,322.380,322.360,322.400,322.430,322.450,322.210,322.030,322.020,321.980,321.910,321.790,321.610,321.590,321.870,322.250,322.080,321.650,321.370,321.440,321.490,321.660,321.500,321.220,321.310,320.950,320.590,320.500,319.980,318.810,318.470,319.760,319.750,318.870,318.780,319.410,320.180,319.990,319.040,318.850,319.300,319.220,318.410,317.690,317.330,317.750,317.390,317.640,318.610,320.250,320.910,320.470,320.080,320.670,321.130,320.970,320.720,320.850,321.370,320.950,321.060,321.840,321.930,321.900,322.260,322.090,321.840,321.810,321.820,321.840,321.750,322.040,322.120,322.170,322.270,322.150,322.060,321.760,321.610
305.040,304.990,304.970,305.020,305.050,305.070,304.810,304.610,304.600,304.550,304.480,304.350,304.150,304.130,304.440,304.860,304.670,304.190,303.890,303.960,304.020,304.200,304.030,303.730,303.830,303.430,303.040,302.940,302.370,301.090,300.720,302.130,302.120,301.150,301.060,301.750,302.580,302.380,301.340,301.130,301.620,301.540,300.650,299.860,299.470,299.930,299.540,299.810,300.870,302.660,303.380,302.900,302.480,303.120,303.620,303.450,303.180,303.320,303.890,303.440,303.550,304.400,304.510,304.470,304.870,304.680,304.410,304.370,304.390,304.400,304.300,304.620,304.710,304.770,304.870,304.750,304.640,304.320,304.160
289.870,289.820,289.790,289.850,289.880,289.900,289.620,289.400,289.390,289.340,289.250,289.120,288.890,288.870,289.210,289.670,289.460,288.940,288.610,288.690,288.760,288.950,288.760,288.430,288.540,288.110,287.680,287.570,286.950,285.540,285.140,286.680,286.670,285.620,285.510,286.270,287.180,286.960,285.820,285.590,286.130,286.040,285.060,284.200,283.770,284.270,283.850,284.150,285.310,287.270,288.050,287.530,287.070,287.770,288.320,288.130,287.830,287.990,288.620,288.110,288.230,289.170,289.290,289.250,289.680,289.470,289.180,289.140,289.150,289.170,289.060,289.410,289.510,289.570,289.690,289.550,289.430,289.080,288.900
276.630,276.570,276.550,276.610,276.650,276.670,276.360,276.120,276.100,276.050,275.960,275.810,275.560,275.540,275.910,276.410,276.180,275.620,275.250,275.350,275.420,275.630,275.420,275.060,275.180,274.710,274.230,274.120,273.430,271.900,271.460,273.150,273.130,271.980,271.870,272.690,273.690,273.440,272.210,271.950,272.540,272.440,271.370,270.430,269.960,270.510,270.040,270.370,271.640,273.780,274.650,274.080,273.570,274.330,274.940,274.730,274.400,274.580,275.260,274.710,274.840,275.870,275.990,275.960,276.420,276.200,275.870,275.830,275.850,275.870,275.750,276.130,276.240,276.310,276.430,276.280,276.150,275.770,275.580
265.090,265.020,264.990,265.060,265.100,265.120,264.790,264.520,264.510,264.450,264.340,264.180,263.910,263.890,264.290,264.850,264.590,263.980,263.570,263.680,263.750,263.990,263.760,263.360,263.490,262.980,262.460,262.330,261.580,259.900,259.420,261.270,261.260,259.990,259.870,260.770,261.870,261.600,260.240,259.960,260.600,260.500,259.330,258.300,257.780,258.380,257.870,258.230,259.620,261.960,262.910,262.290,261.730,262.570,263.230,263.010,262.640,262.840,263.580,262.980,263.130,264.250,264.390,264.340,264.860,264.610,264.250,264.210,264.230,264.240,264.110,264.530,264.660,264.730,264.870,264.700,264.560,264.140,263.930
254.510,254.440,254.410,254.480,254.530,254.550,254.180,253.890,253.880,253.810,253.700,253.530,253.230,253.200,253.640,254.250,253.980,253.300,252.860,252.970,253.060,253.310,253.060,252.630,252.770,252.210,251.640,251.500,250.680,248.840,248.320,250.340,250.320,248.930,248.800,249.790,250.990,250.690,249.210,248.910,249.610,249.490,248.210,247.090,246.520,247.180,246.620,247.010,248.530,251.100,252.130,251.450,250.840,251.760,252.480,252.240,251.840,252.050,252.870,252.210,252.370,253.600,253.750,253.700,254.260,253.990,253.600,253.550,253.570,253.590,253.450,253.910,254.040,254.120,254.270,254.090,253.940,253.480,253.250
244.300,244.220,244.190,244.270,244.320,244.350,243.950,243.630,243.610,243.540,243.420,243.220,242.900,242.870,243.350,244.020,243.720,242.980,242.490,242.620,242.710,242.990,242.720,242.240,242.400,241.780,241.160,241.010,240.110,238.100,237.520,239.730,239.720,238.200,238.050,239.140,240.450,240.130,238.500,238.170,238.940,238.810,237.410,236.180,235.550,236.280,235.660,236.100,237.760,240.570,241.700,240.950,240.290,241.290,242.080,241.820,241.380,241.610,242.510,241.790,241.960,243.310,243.470,243.420,244.030,243.730,243.310,243.250,243.270,243.300,243.140,243.640,243.790,243.880,244.040,243.840,243.670,243.170,242.920
234.360,234.280,234.240,234.320,234.380,234.410,233.970,233.620,233.600,233.530,233.390,233.180,232.830,232.790,233.320,234.050,233.720,232.910,232.380,232.520,232.620,232.930,232.630,232.110,232.280,231.600,230.920,230.760,229.780,227.580,226.950,229.370,229.350,227.690,227.540,228.720,230.150,229.790,228.010,227.650,228.490,228.350,226.830,225.500,224.820,225.600,224.930,225.400,227.210,230.280,231.520,230.700,229.970,231.060,231.930,231.640,231.160,231.420,232.400,231.610,231.800,233.270,233.450,233.390,234.060,233.740,233.270,233.210,233.240,233.260,233.090,233.640,233.800,233.900,234.080,233.860,233.670,233.120,232.850
